Conversion Type,% Chance of Failure
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 50000, Control: 100, Own Province: False",74.1
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 85, Own Province: True",47.69
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 85, Own Province: False",48.48
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 90, Own Province: True",34.7
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 90, Own Province: False",61.12
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 95, Own Province: True",24.06
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 95, Own Province: False",73.82
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 100, Own Province: True",13.6
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 100000, Control: 100, Own Province: False",74.36
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 85, Own Province: True",61.8
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 85, Own Province: False",61.7
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 90, Own Province: True",48.36
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 90, Own Province: False",74.23
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 95, Own Province: True",36.26
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 95, Own Province: False",74.31
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 100, Own Province: True",23.37
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 150000, Control: 100, Own Province: False",73.54
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 85, Own Province: True",73.72
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 85, Own Province: False",73.91
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 90, Own Province: True",60.9
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 90, Own Province: False",74.41
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 95, Own Province: True",48.55
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 95, Own Province: False",74.37
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: True",35.98
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 200000, Control: 100, Own Province: False",74.25
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: True",74.67
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 85, Own Province: False",74.42
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: True",73.38
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 90, Own Province: False",73.86
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: True",62.01
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 95, Own Province: False",74.98
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: True",47.91
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 250000, Control: 100, Own Province: False",74.28
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: True",73.83
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 85, Own Province: False",74.76
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: True",74.46
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 90, Own Province: False",74.46
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: True",74.61
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 95, Own Province: False",73.29
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: True",62.17
"New Religion: Gods of Valyria, Current Religion: Mother Rhoyne, Population: 300000, Control: 100, Own Province: False",73.98
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",23.61
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",24.12
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",13.61
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",35.72
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",5.89
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",48.02
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",60.81
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",34.63
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",35.43
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",23.57
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",47.62
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",14.08
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",61.52
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",5.6
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",73.55
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",48.54
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",48.27
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",35.38
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",61.84
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",23.74
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: False",73.57
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: True",13.72
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: False",74.0
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: True",61.81
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: False",62.08
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: True",48.0
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: False",73.68
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: True",35.83
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: False",74.05
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: True",23.87
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: False",74.47
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: True",74.15
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: False",74.33
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: True",61.74
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: False",74.62
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: True",48.16
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: False",73.86
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: True",35.46
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: False",75.27
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: True",74.86
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: False",74.58
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: True",73.93
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: False",74.92
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: True",62.24
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: False",73.95
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: True",47.57
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: False",74.58
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: True",73.29
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: False",75.6
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: True",74.59
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: False",73.71
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: True",73.84
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: False",74.5
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 100, Own Province: True",61.52
"New Religion: Gods of Valyria, Current Religion: R'hllor, Population: 300000, Control: 100, Own Province: False",74.22
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 85, Own Province: True",35.21
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 85, Own Province: False",34.98
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 90, Own Province: True",23.67
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 90, Own Province: False",48.24
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 95, Own Province: True",13.32
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 95, Own Province: False",61.21
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 100, Own Province: True",5.98
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 1000, Control: 100, Own Province: False",74.2
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 85, Own Province: True",48.21
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 85, Own Province: False",47.92
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 90, Own Province: True",35.15
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 90, Own Province: False",60.79
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 95, Own Province: True",24.18
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 95, Own Province: False",74.55
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 100, Own Province: True",13.88
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 50000, Control: 100, Own Province: False",74.2
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 85, Own Province: True",61.87
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 85, Own Province: False",61.23
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 90, Own Province: True",48.78
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 90, Own Province: False",74.0
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 95, Own Province: True",34.8
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 95, Own Province: False",74.27
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 100, Own Province: True",24.11
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 100000, Control: 100, Own Province: False",74.47
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 85, Own Province: True",74.3
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 85, Own Province: False",74.84
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 90, Own Province: True",60.89
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 90, Own Province: False",74.58
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 95, Own Province: True",48.57
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 95, Own Province: False",74.14
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 100, Own Province: True",34.28
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 150000, Control: 100, Own Province: False",73.88
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 85, Own Province: True",74.01
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 85, Own Province: False",74.67
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 90, Own Province: True",74.38
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 90, Own Province: False",74.68
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 95, Own Province: True",61.26
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 95, Own Province: False",74.25
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 100, Own Province: True",49.25
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 200000, Control: 100, Own Province: False",75.0
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 85, Own Province: True",74.45
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 85, Own Province: False",73.03
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 90, Own Province: True",73.58
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 90, Own Province: False",74.0
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 95, Own Province: True",73.15
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 95, Own Province: False",74.69
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 100, Own Province: True",61.42
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 250000, Control: 100, Own Province: False",75.06
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 85, Own Province: True",74.22
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 85, Own Province: False",74.12
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 90, Own Province: True",74.57
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 90, Own Province: False",74.45
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 95, Own Province: True",74.18
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 95, Own Province: False",74.38
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 100, Own Province: True",74.28
"New Religion: R'hllor, Current Religion: Faith of the Seven, Population: 300000, Control: 100, Own Province: False",73.86
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 85, Own Province: True",24.25
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 85, Own Province: False",24.51
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 90, Own Province: True",14.18
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 90, Own Province: False",35.29
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 95, Own Province: True",5.72
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 95, Own Province: False",47.99
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 100, Own Province: True",0.0
"New Religion: R'hllor, Current Religion: Old Gods, Population: 1000, Control: 100, Own Province: False",61.37
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 85, Own Province: True",35.26
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 85, Own Province: False",35.51
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 90, Own Province: True",23.72
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 90, Own Province: False",47.61
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 95, Own Province: True",13.42
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 95, Own Province: False",60.53
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 100, Own Province: True",5.81
"New Religion: R'hllor, Current Religion: Old Gods, Population: 50000, Control: 100, Own Province: False",73.45
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 85, Own Province: True",47.77
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 85, Own Province: False",48.5
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 90, Own Province: True",36.09
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 90, Own Province: False",61.29
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 95, Own Province: True",23.12
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 95, Own Province: False",74.48
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 100, Own Province: True",13.74
"New Religion: R'hllor, Current Religion: Old Gods, Population: 100000, Control: 100, Own Province: False",73.68
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 85, Own Province: True",61.29
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 85, Own Province: False",60.9
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 90, Own Province: True",48.73
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 90, Own Province: False",74.17
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 95, Own Province: True",34.32
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 95, Own Province: False",74.71
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: True",23.92
"New Religion: R'hllor, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: False",73.35
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: True",74.41
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: False",74.43
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: True",62.39
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: False",73.25
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: True",47.71
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: False",73.98
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: True",34.69
"New Religion: R'hllor, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: False",74.68
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: True",73.88
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: False",73.19
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: True",73.66
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: False",74.32
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: True",61.59
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: False",74.28
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: True",48.37
"New Religion: R'hllor, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: False",74.26
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: True",74.48
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: False",73.87
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: True",74.53
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: False",73.82
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: True",74.76
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: False",74.82
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: True",61.04
"New Religion: R'hllor, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: False",73.61
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: True",36.57
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: False",35.2
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: True",24.04
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: False",48.32
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: True",13.78
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: False",60.68
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: True",5.66
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: False",73.89
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: True",48.07
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: False",48.68
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: True",34.01
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: False",61.14
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: True",23.9
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: False",73.16
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: True",14.1
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: False",74.23
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: True",61.29
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 85, Own Province: False",60.84
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: True",49.23
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 90, Own Province: False",74.83
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: True",35.08
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 95, Own Province: False",73.83
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: True",24.4
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 100000, Control: 100, Own Province: False",73.93
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: True",74.72
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 85, Own Province: False",74.22
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: True",61.19
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 90, Own Province: False",74.2
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: True",47.99
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 95, Own Province: False",74.31
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: True",35.63
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 150000, Control: 100, Own Province: False",74.25
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: True",74.38
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 85, Own Province: False",74.99
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: True",74.31
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 90, Own Province: False",73.38
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: True",61.98
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 95, Own Province: False",74.3
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: True",49.45
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 200000, Control: 100, Own Province: False",74.93
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: True",74.98
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 85, Own Province: False",73.72
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: True",74.01
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 90, Own Province: False",74.32
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: True",73.84
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 95, Own Province: False",74.85
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: True",60.68
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 250000, Control: 100, Own Province: False",74.33
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: True",74.44
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 85, Own Province: False",74.05
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: True",74.39
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 90, Own Province: False",74.55
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: True",74.68
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 95, Own Province: False",74.01
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: True",74.21
"New Religion: R'hllor, Current Religion: Skagosi Old Gods, Population: 300000, Control: 100, Own Province: False",74.75
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: True",48.18
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 85, Own Province: False",47.12
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: True",34.82
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 90, Own Province: False",61.33
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: True",23.78
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 95, Own Province: False",73.99
"New Religion: R'hllor, Current Religion: DrownedGod, Population: 1000, Control: 100, Own Province: True",13.43
