Conversion Type,Duration
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 85, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 90, Own Province: True",9.31
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 90, Own Province: False",10.12
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 95, Own Province: True",8.57
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 95, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 100, Own Province: True",7.96
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 200000, Control: 100, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 85, Own Province: True",10.12
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 85, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 90, Own Province: True",10.08
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 90, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 95, Own Province: True",9.33
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 95, Own Province: False",10.17
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 100, Own Province: True",8.55
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 250000, Control: 100, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 85, Own Province: True",10.18
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 85, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 90, Own Province: True",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 90, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 95, Own Province: True",10.09
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 95, Own Province: False",10.03
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 100, Own Province: True",9.33
"New Religion: Mother Rhoyne, Current Religion: DrownedGodII, Population: 300000, Control: 100, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: True",7.38
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 85, Own Province: False",7.37
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: True",6.88
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 90, Own Province: False",7.97
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: True",6.28
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 95, Own Province: False",8.6
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: True",5.82
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 1000, Control: 100, Own Province: False",9.25
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: True",7.94
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 85, Own Province: False",7.91
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: True",7.42
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 90, Own Province: False",8.62
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: True",6.83
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 95, Own Province: False",9.3
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: True",6.33
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 50000, Control: 100, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: True",8.55
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 85, Own Province: False",8.6
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: True",7.94
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 90, Own Province: False",9.24
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: True",7.39
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 95, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: True",6.85
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 100000, Control: 100, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: True",9.28
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 85, Own Province: False",9.25
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: True",8.55
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 90, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: True",7.96
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 95, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: True",7.35
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 150000, Control: 100, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: True",10.14
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 85, Own Province: False",10.14
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: True",9.27
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 90, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: True",8.61
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: True",7.92
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 200000, Control: 100, Own Province: False",10.21
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: True",10.11
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 85, Own Province: False",10.07
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: True",10.1
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 90, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: True",9.3
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 95, Own Province: False",10.12
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: True",8.58
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 250000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: True",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 85, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: True",10.15
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 90, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: True",10.21
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 95, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: True",9.27
"New Religion: Mother Rhoyne, Current Religion: Gods of Valyria, Population: 300000, Control: 100, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: True",7.38
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 85, Own Province: False",7.38
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: True",6.82
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 90, Own Province: False",7.97
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: True",6.32
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 95, Own Province: False",8.61
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: True",5.81
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 1000, Control: 100, Own Province: False",9.32
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: True",7.92
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 85, Own Province: False",7.97
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: True",7.37
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 90, Own Province: False",8.62
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: True",6.84
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 95, Own Province: False",9.28
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: True",6.31
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 50000, Control: 100, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: True",8.58
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 85, Own Province: False",8.58
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: True",7.99
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 90, Own Province: False",9.26
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: True",7.39
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: True",6.88
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 100000, Control: 100, Own Province: False",10.08
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: True",9.3
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 85, Own Province: False",9.27
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: True",8.57
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 90, Own Province: False",10.07
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: True",7.97
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 95, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: True",7.37
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 150000, Control: 100, Own Province: False",10.1
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: True",10.19
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 85, Own Province: False",10.16
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: True",9.28
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 90, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: True",8.59
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: True",7.93
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 200000, Control: 100, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: True",10.15
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 85, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: True",10.16
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 90, Own Province: False",10.06
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: True",9.28
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 95, Own Province: False",10.18
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: True",8.63
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 250000, Control: 100, Own Province: False",10.11
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: True",10.14
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 85, Own Province: False",10.12
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: True",10.16
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 90, Own Province: False",10.13
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: True",10.1
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 95, Own Province: False",10.15
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 100, Own Province: True",9.29
"New Religion: Mother Rhoyne, Current Religion: R'hllor, Population: 300000, Control: 100, Own Province: False",10.11
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 85, Own Province: True",7.39
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 85, Own Province: False",7.38
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 90, Own Province: True",6.87
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 90, Own Province: False",7.96
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 95, Own Province: True",6.34
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 95, Own Province: False",8.6
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 100, Own Province: True",5.81
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 1000, Control: 100, Own Province: False",9.33
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 85, Own Province: True",7.94
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 85, Own Province: False",7.97
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 90, Own Province: True",7.4
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 90, Own Province: False",8.6
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 95, Own Province: True",6.85
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 95, Own Province: False",9.31
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 100, Own Province: True",6.31
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 50000, Control: 100, Own Province: False",10.17
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 85, Own Province: True",8.63
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 85, Own Province: False",8.58
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 90, Own Province: True",7.96
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 90, Own Province: False",9.29
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 95, Own Province: True",7.36
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 95, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 100, Own Province: True",6.84
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 100000, Control: 100, Own Province: False",10.12
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 85, Own Province: True",9.3
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 85, Own Province: False",9.27
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 90, Own Province: True",8.59
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 90, Own Province: False",10.2
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 95, Own Province: True",7.98
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 95, Own Province: False",10.2
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 100, Own Province: True",7.36
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 150000, Control: 100, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 85, Own Province: True",10.11
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 85, Own Province: False",10.12
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 90, Own Province: True",9.21
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 90, Own Province: False",10.12
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 95, Own Province: True",8.59
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 95, Own Province: False",10.17
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 100, Own Province: True",7.97
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 200000, Control: 100, Own Province: False",10.12
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 85, Own Province: True",10.16
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 85, Own Province: False",10.09
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 90, Own Province: True",10.11
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 90, Own Province: False",10.17
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 95, Own Province: True",9.29
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 95, Own Province: False",10.14
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 100, Own Province: True",8.6
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 250000, Control: 100, Own Province: False",10.07
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 85, Own Province: True",10.13
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 85, Own Province: False",10.1
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 90, Own Province: True",10.14
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 90, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 95, Own Province: True",10.11
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 95, Own Province: False",10.11
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 100, Own Province: True",9.25
"New Religion: Gods of Valyria, Current Religion: Faith of the Seven, Population: 300000, Control: 100, Own Province: False",10.24
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 85, Own Province: True",6.83
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 85, Own Province: False",6.83
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 90, Own Province: True",6.33
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 90, Own Province: False",7.4
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 95, Own Province: True",5.81
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 95, Own Province: False",7.95
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 100, Own Province: True",5.27
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 1000, Control: 100, Own Province: False",8.6
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 85, Own Province: True",7.4
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 85, Own Province: False",7.38
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 90, Own Province: True",6.84
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 90, Own Province: False",7.96
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 95, Own Province: True",6.32
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 95, Own Province: False",8.59
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 100, Own Province: True",5.81
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 50000, Control: 100, Own Province: False",9.31
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 85, Own Province: True",7.97
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 85, Own Province: False",7.99
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 90, Own Province: True",7.39
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 90, Own Province: False",8.55
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 95, Own Province: True",6.84
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 95, Own Province: False",9.29
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 100, Own Province: True",6.31
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 100000, Control: 100, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 85, Own Province: True",8.56
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 85, Own Province: False",8.61
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 90, Own Province: True",7.95
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 90, Own Province: False",9.26
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 95, Own Province: True",7.35
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 95, Own Province: False",10.09
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: True",6.84
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 150000, Control: 100, Own Province: False",10.12
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: True",9.29
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 85, Own Province: False",9.29
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: True",8.57
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 90, Own Province: False",10.06
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: True",7.99
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 95, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: True",7.37
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 200000, Control: 100, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: True",10.14
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 85, Own Province: False",10.12
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: True",9.26
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 90, Own Province: False",10.05
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: True",8.61
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 95, Own Province: False",10.1
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: True",7.95
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 250000, Control: 100, Own Province: False",10.06
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: True",10.13
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 85, Own Province: False",10.07
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: True",10.07
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 90, Own Province: False",10.13
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: True",9.28
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 95, Own Province: False",10.08
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: True",8.56
"New Religion: Gods of Valyria, Current Religion: Old Gods, Population: 300000, Control: 100, Own Province: False",10.08
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: True",7.39
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 85, Own Province: False",7.4
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: True",6.81
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 90, Own Province: False",7.96
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: True",6.31
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 95, Own Province: False",8.61
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: True",5.81
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 1000, Control: 100, Own Province: False",9.26
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: True",7.95
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 85, Own Province: False",7.93
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: True",7.39
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 90, Own Province: False",8.57
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: True",6.83
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 95, Own Province: False",9.28
"New Religion: Gods of Valyria, Current Religion: Skagosi Old Gods, Population: 50000, Control: 100, Own Province: True",6.34
